维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
3D_V,整库_w=5,5,合面积,31,0.4423,0.3635,0.2753,1.3898,31星_Ridge_CV-R2_0.4423_OOT-SMOOTH-R2_0.3635_OOT-RAW-R2_0.2753_Params_alpha_1.3898.png
3D_V,整库_w=5,5,合面积,30,0.4429,0.348,0.264,1.4923,30星_Ridge_CV-R2_0.4429_OOT-SMOOTH-R2_0.3480_OOT-RAW-R2_0.2640_Params_alpha_1.4923.png
3D_V,整库_w=5,5,合面积,28,0.4666,0.3398,0.2578,1.9056,28星_Ridge_CV-R2_0.4666_OOT-SMOOTH-R2_0.3398_OOT-RAW-R2_0.2578_Params_alpha_1.9056.png
3D_V,整库_w=4,4,合面积,23,0.4973,0.151,0.1153,12.6356,23星_Ridge_CV-R2_0.4973_OOT-SMOOTH-R2_0.1510_OOT-RAW-R2_0.1153_Params_alpha_12.6356.png
3D_V,整库_w=4,4,合面积,21,0.4928,0.1468,0.112,15.3616,21星_Ridge_CV-R2_0.4928_OOT-SMOOTH-R2_0.1468_OOT-RAW-R2_0.1120_Params_alpha_15.3616.png
3D,整库_w=4,4,合面积,21,0.5089,0.1379,0.1067,13.097,21星_Ridge_CV-R2_0.5089_OOT-SMOOTH-R2_0.1379_OOT-RAW-R2_0.1067_Params_alpha_13.0970.png
3D,整库_w=4,4,合面积,20,0.4457,0.1249,0.0963,6.6628,20星_Ridge_CV-R2_0.4457_OOT-SMOOTH-R2_0.1249_OOT-RAW-R2_0.0963_Params_alpha_6.6628.png
6D,整库_w=4,4,合面积,21,0.4639,0.1221,0.0934,60.6765,21星_Ridge_CV-R2_0.4639_OOT-SMOOTH-R2_0.1221_OOT-RAW-R2_0.0934_Params_alpha_60.6765.png
3D_V,整库_w=4,4,合面积,19,0.4592,0.1111,0.0853,15.396,19星_Ridge_CV-R2_0.4592_OOT-SMOOTH-R2_0.1111_OOT-RAW-R2_0.0853_Params_alpha_15.3960.png
3D,整库_w=4,4,合面积,23,0.5069,0.1047,0.0808,17.0886,23星_Ridge_CV-R2_0.5069_OOT-SMOOTH-R2_0.1047_OOT-RAW-R2_0.0808_Params_alpha_17.0886.png
3D_V,整库_w=4,4,合面积,18,0.4599,0.1048,0.0806,13.6519,18星_Ridge_CV-R2_0.4599_OOT-SMOOTH-R2_0.1048_OOT-RAW-R2_0.0806_Params_alpha_13.6519.png
3D_V,整库_w=4,4,合面积,20,0.4553,0.1024,0.0786,15.8453,20星_Ridge_CV-R2_0.4553_OOT-SMOOTH-R2_0.1024_OOT-RAW-R2_0.0786_Params_alpha_15.8453.png
6D,整库_w=5,5,合平均面积,23,0.4265,0.0823,0.0643,701.9215,23星_Ridge_CV-R2_0.4265_OOT-SMOOTH-R2_0.0823_OOT-RAW-R2_0.0643_Params_alpha_701.9215.png
6D,整库_w=4,4,合面积,23,0.4686,0.0794,0.0612,65.7861,23星_Ridge_CV-R2_0.4686_OOT-SMOOTH-R2_0.0794_OOT-RAW-R2_0.0612_Params_alpha_65.7861.png
3D_V,整库_w=5,5,合平均面积,23,0.458,0.0737,0.0583,420.2025,23星_Ridge_CV-R2_0.4580_OOT-SMOOTH-R2_0.0737_OOT-RAW-R2_0.0583_Params_alpha_420.2025.png
3D_V,整库_w=4,4,合面积,22,0.4964,0.0665,0.0518,16.4933,22星_Ridge_CV-R2_0.4964_OOT-SMOOTH-R2_0.0665_OOT-RAW-R2_0.0518_Params_alpha_16.4933.png
3D,整库_w=4,4,合面积,22,0.512,0.0643,0.0509,15.419,22星_Ridge_CV-R2_0.5120_OOT-SMOOTH-R2_0.0643_OOT-RAW-R2_0.0509_Params_alpha_15.4190.png
3D_V,整库_w=5,5,合面积,18,0.4917,0.0583,0.0451,451.1782,18星_Ridge_CV-R2_0.4917_OOT-SMOOTH-R2_0.0583_OOT-RAW-R2_0.0451_Params_alpha_451.1782.png
3D,整库_w=5,5,合平均面积,18,0.4018,0.0544,0.0428,181.9991,18星_Ridge_CV-R2_0.4018_OOT-SMOOTH-R2_0.0544_OOT-RAW-R2_0.0428_Params_alpha_181.9991.png
3D_V,整库_w=5,5,合面积,16,0.4992,0.0546,0.0424,442.9641,16星_Ridge_CV-R2_0.4992_OOT-SMOOTH-R2_0.0546_OOT-RAW-R2_0.0424_Params_alpha_442.9641.png
3D,整库_w=5,5,合平均面积,21,0.4023,0.0524,0.0415,203.3931,21星_Ridge_CV-R2_0.4023_OOT-SMOOTH-R2_0.0524_OOT-RAW-R2_0.0415_Params_alpha_203.3931.png
3D,整库_w=5,5,合平均面积,22,0.4003,0.052,0.0413,205.4292,22星_Ridge_CV-R2_0.4003_OOT-SMOOTH-R2_0.0520_OOT-RAW-R2_0.0413_Params_alpha_205.4292.png
3D_V,整库_w=5,5,合面积,17,0.4939,0.0528,0.0409,439.8059,17星_Ridge_CV-R2_0.4939_OOT-SMOOTH-R2_0.0528_OOT-RAW-R2_0.0409_Params_alpha_439.8059.png
3D,整库_w=5,5,合平均面积,20,0.4039,0.0511,0.0407,202.9005,20星_Ridge_CV-R2_0.4039_OOT-SMOOTH-R2_0.0511_OOT-RAW-R2_0.0407_Params_alpha_202.9005.png
3D_V,整库_w=4,4,合面积,14,0.505,0.0518,0.0405,347.9723,14星_Ridge_CV-R2_0.5050_OOT-SMOOTH-R2_0.0518_OOT-RAW-R2_0.0405_Params_alpha_347.9723.png
6D,整库_w=5,5,合面积,18,0.4749,0.0517,0.0402,749.6148,18星_Ridge_CV-R2_0.4749_OOT-SMOOTH-R2_0.0517_OOT-RAW-R2_0.0402_Params_alpha_749.6148.png
6D,整库_w=4,4,合面积,22,0.4709,0.0507,0.0399,63.3253,22星_Ridge_CV-R2_0.4709_OOT-SMOOTH-R2_0.0507_OOT-RAW-R2_0.0399_Params_alpha_63.3253.png
3D_V,整库_w=5,5,合面积,14,0.5029,0.0505,0.0396,349.977,14星_Ridge_CV-R2_0.5029_OOT-SMOOTH-R2_0.0505_OOT-RAW-R2_0.0396_Params_alpha_349.9770.png
6D,整库_w=5,5,合平均面积,22,0.4314,0.0477,0.0385,665.077,22星_Ridge_CV-R2_0.4314_OOT-SMOOTH-R2_0.0477_OOT-RAW-R2_0.0385_Params_alpha_665.0770.png
6D,整库_w=5,5,合平均面积,20,0.433,0.0473,0.0384,656.0375,20星_Ridge_CV-R2_0.4330_OOT-SMOOTH-R2_0.0473_OOT-RAW-R2_0.0384_Params_alpha_656.0375.png
6D,整库_w=5,5,合平均面积,21,0.4326,0.0472,0.0381,659.8631,21星_Ridge_CV-R2_0.4326_OOT-SMOOTH-R2_0.0472_OOT-RAW-R2_0.0381_Params_alpha_659.8631.png
6D,整库_w=5,5,合平均面积,25,0.4122,0.0455,0.0374,652.898,25星_Ridge_CV-R2_0.4122_OOT-SMOOTH-R2_0.0455_OOT-RAW-R2_0.0374_Params_alpha_652.8980.png
3D_V,整库_w=5,5,合面积,19,0.4869,0.0476,0.0372,455.3707,19星_Ridge_CV-R2_0.4869_OOT-SMOOTH-R2_0.0476_OOT-RAW-R2_0.0372_Params_alpha_455.3707.png
6D,整库_w=5,5,合平均面积,15,0.4317,0.0471,0.0371,599.5226,15星_Ridge_CV-R2_0.4317_OOT-SMOOTH-R2_0.0471_OOT-RAW-R2_0.0371_Params_alpha_599.5226.png
6D,整库_w=4,4,合面积,14,0.4871,0.0457,0.0362,563.6542,14星_Ridge_CV-R2_0.4871_OOT-SMOOTH-R2_0.0457_OOT-RAW-R2_0.0362_Params_alpha_563.6542.png
6D,整库_w=5,5,合面积,14,0.4855,0.0453,0.0359,563.6459,14星_Ridge_CV-R2_0.4855_OOT-SMOOTH-R2_0.0453_OOT-RAW-R2_0.0359_Params_alpha_563.6459.png
6D,整库_w=5,5,合平均面积,26,0.4068,0.0427,0.0354,714.3167,26星_Ridge_CV-R2_0.4068_OOT-SMOOTH-R2_0.0427_OOT-RAW-R2_0.0354_Params_alpha_714.3167.png
6D,整库_w=4,4,合面积,18,0.4305,0.0443,0.0344,1947.5465,18星_Ridge_CV-R2_0.4305_OOT-SMOOTH-R2_0.0443_OOT-RAW-R2_0.0344_Params_alpha_1947.5465.png
6D,整库_w=5,5,合面积,16,0.4821,0.0427,0.0335,717.5243,16星_Ridge_CV-R2_0.4821_OOT-SMOOTH-R2_0.0427_OOT-RAW-R2_0.0335_Params_alpha_717.5243.png
3D_V,整库_w=5,5,合面积,15,0.4978,0.0423,0.0335,365.5302,15星_Ridge_CV-R2_0.4978_OOT-SMOOTH-R2_0.0423_OOT-RAW-R2_0.0335_Params_alpha_365.5302.png
6D,整库_w=5,5,合平均面积,17,0.4249,0.0408,0.0326,595.7035,17星_Ridge_CV-R2_0.4249_OOT-SMOOTH-R2_0.0408_OOT-RAW-R2_0.0326_Params_alpha_595.7035.png
6D,整库_w=5,5,合面积,17,0.4765,0.0414,0.0324,717.6133,17星_Ridge_CV-R2_0.4765_OOT-SMOOTH-R2_0.0414_OOT-RAW-R2_0.0324_Params_alpha_717.6133.png
6D,整库_w=5,5,合平均面积,16,0.4319,0.0401,0.0322,586.9789,16星_Ridge_CV-R2_0.4319_OOT-SMOOTH-R2_0.0401_OOT-RAW-R2_0.0322_Params_alpha_586.9789.png
3D_V,整库_w=4,4,合面积,13,0.5146,0.0405,0.0318,340.3054,13星_Ridge_CV-R2_0.5146_OOT-SMOOTH-R2_0.0405_OOT-RAW-R2_0.0318_Params_alpha_340.3054.png
6D,整库_w=4,4,合面积,19,0.4295,0.0403,0.0315,2133.3784,19星_Ridge_CV-R2_0.4295_OOT-SMOOTH-R2_0.0403_OOT-RAW-R2_0.0315_Params_alpha_2133.3784.png
6D,整库_w=5,5,合平均面积,24,0.4243,0.0374,0.0311,628.6485,24星_Ridge_CV-R2_0.4243_OOT-SMOOTH-R2_0.0374_OOT-RAW-R2_0.0311_Params_alpha_628.6485.png
3D_V,整库_w=5,5,合平均面积,20,0.4613,0.0362,0.0305,397.797,20星_Ridge_CV-R2_0.4613_OOT-SMOOTH-R2_0.0362_OOT-RAW-R2_0.0305_Params_alpha_397.7970.png
6D,整库_w=5,5,合面积,15,0.4835,0.0373,0.0299,608.2316,15星_Ridge_CV-R2_0.4835_OOT-SMOOTH-R2_0.0373_OOT-RAW-R2_0.0299_Params_alpha_608.2316.png
3D_V,整库_w=5,5,合平均面积,22,0.4603,0.0357,0.0299,403.6419,22星_Ridge_CV-R2_0.4603_OOT-SMOOTH-R2_0.0357_OOT-RAW-R2_0.0299_Params_alpha_403.6419.png
6D,整库_w=5,5,合平均面积,18,0.4223,0.0368,0.0299,616.5441,18星_Ridge_CV-R2_0.4223_OOT-SMOOTH-R2_0.0368_OOT-RAW-R2_0.0299_Params_alpha_616.5441.png
3D_V,整库_w=5,5,合平均面积,21,0.462,0.0356,0.0298,400.0674,21星_Ridge_CV-R2_0.4620_OOT-SMOOTH-R2_0.0356_OOT-RAW-R2_0.0298_Params_alpha_400.0674.png
6D,整库_w=4,4,合面积,13,0.4963,0.0371,0.0295,556.0851,13星_Ridge_CV-R2_0.4963_OOT-SMOOTH-R2_0.0371_OOT-RAW-R2_0.0295_Params_alpha_556.0851.png
6D,整库_w=5,5,合平均面积,19,0.4227,0.0348,0.0292,723.3661,19星_Ridge_CV-R2_0.4227_OOT-SMOOTH-R2_0.0348_OOT-RAW-R2_0.0292_Params_alpha_723.3661.png
3D,整库_w=5,5,合平均面积,19,0.4057,0.0332,0.0275,217.5178,19星_Ridge_CV-R2_0.4057_OOT-SMOOTH-R2_0.0332_OOT-RAW-R2_0.0275_Params_alpha_217.5178.png
3D_V,整库_w=5,5,合面积,13,0.5042,0.0327,0.0262,360.605,13星_Ridge_CV-R2_0.5042_OOT-SMOOTH-R2_0.0327_OOT-RAW-R2_0.0262_Params_alpha_360.6050.png
6D,整库_w=5,5,合面积,13,0.4827,0.0324,0.0261,576.7,13星_Ridge_CV-R2_0.4827_OOT-SMOOTH-R2_0.0324_OOT-RAW-R2_0.0261_Params_alpha_576.7000.png
3D_V,整库_w=5,5,合平均面积,19,0.4448,0.0254,0.0225,447.0991,19星_Ridge_CV-R2_0.4448_OOT-SMOOTH-R2_0.0254_OOT-RAW-R2_0.0225_Params_alpha_447.0991.png
6D,整库_w=5,5,合面积,30,0.4344,0.0284,0.0225,2290.4305,30星_Ridge_CV-R2_0.4344_OOT-SMOOTH-R2_0.0284_OOT-RAW-R2_0.0225_Params_alpha_2290.4305.png
6D,整库_w=5,5,合面积,19,0.4677,0.027,0.0218,758.6229,19星_Ridge_CV-R2_0.4677_OOT-SMOOTH-R2_0.0270_OOT-RAW-R2_0.0218_Params_alpha_758.6229.png
6D,整库_w=5,5,合面积,28,0.4547,0.0276,0.0218,2217.0676,28星_Ridge_CV-R2_0.4547_OOT-SMOOTH-R2_0.0276_OOT-RAW-R2_0.0218_Params_alpha_2217.0676.png
6D,整库_w=5,5,合平均面积,14,0.4331,0.0258,0.0211,620.1233,14星_Ridge_CV-R2_0.4331_OOT-SMOOTH-R2_0.0258_OOT-RAW-R2_0.0211_Params_alpha_620.1233.png
3D,整库_w=5,5,合面积,35,0.4022,0.0246,0.0199,2311.3846,35星_Ridge_CV-R2_0.4022_OOT-SMOOTH-R2_0.0246_OOT-RAW-R2_0.0199_Params_alpha_2311.3846.png
6D,整库_w=5,5,合面积,29,0.4443,0.0244,0.0193,2116.3964,29星_Ridge_CV-R2_0.4443_OOT-SMOOTH-R2_0.0244_OOT-RAW-R2_0.0193_Params_alpha_2116.3964.png
6D,整库_w=5,5,合面积,12,0.4967,0.0232,0.019,562.6395,12星_Ridge_CV-R2_0.4967_OOT-SMOOTH-R2_0.0232_OOT-RAW-R2_0.0190_Params_alpha_562.6395.png
3D_V,整库_w=4,4,合面积,16,0.4619,0.023,0.0189,11.1055,16星_Ridge_CV-R2_0.4619_OOT-SMOOTH-R2_0.0230_OOT-RAW-R2_0.0189_Params_alpha_11.1055.png
3D_V,整库_w=4,4,合面积,15,0.462,0.0219,0.018,11.41,15星_Ridge_CV-R2_0.4620_OOT-SMOOTH-R2_0.0219_OOT-RAW-R2_0.0180_Params_alpha_11.4100.png
3D_V,整库_w=4,4,合面积,17,0.456,0.0214,0.0177,12.9539,17星_Ridge_CV-R2_0.4560_OOT-SMOOTH-R2_0.0214_OOT-RAW-R2_0.0177_Params_alpha_12.9539.png
3D_V,整库_w=5,5,合平均面积,27,0.4254,0.0172,0.0166,402.0614,27星_Ridge_CV-R2_0.4254_OOT-SMOOTH-R2_0.0172_OOT-RAW-R2_0.0166_Params_alpha_402.0614.png
3D_V,整库_w=5,5,合面积,29,0.4473,0.0206,0.0164,978.6555,29星_Ridge_CV-R2_0.4473_OOT-SMOOTH-R2_0.0206_OOT-RAW-R2_0.0164_Params_alpha_978.6555.png
3D_V,整库_w=5,5,合面积,12,0.5191,0.0197,0.0162,341.5354,12星_Ridge_CV-R2_0.5191_OOT-SMOOTH-R2_0.0197_OOT-RAW-R2_0.0162_Params_alpha_341.5354.png
3D,整库_w=5,5,合面积,18,0.4637,0.0191,0.0162,255.5703,18星_Ridge_CV-R2_0.4637_OOT-SMOOTH-R2_0.0191_OOT-RAW-R2_0.0162_Params_alpha_255.5703.png
3D_V,整库_w=5,5,合平均面积,15,0.4546,0.0174,0.0147,362.6254,15星_Ridge_CV-R2_0.4546_OOT-SMOOTH-R2_0.0174_OOT-RAW-R2_0.0147_Params_alpha_362.6254.png
6D,整库_w=4,4,合面积,20,0.43,0.016,0.0133,2286.4184,20星_Ridge_CV-R2_0.4300_OOT-SMOOTH-R2_0.0160_OOT-RAW-R2_0.0133_Params_alpha_2286.4184.png
3D_V,整库_w=5,5,合平均面积,17,0.4498,0.0127,0.0116,356.8544,17星_Ridge_CV-R2_0.4498_OOT-SMOOTH-R2_0.0127_OOT-RAW-R2_0.0116_Params_alpha_356.8544.png
3D_V,整库_w=5,5,合平均面积,16,0.4558,0.0119,0.011,353.1782,16星_Ridge_CV-R2_0.4558_OOT-SMOOTH-R2_0.0119_OOT-RAW-R2_0.0110_Params_alpha_353.1782.png
3D,整库_w=5,5,合平均面积,15,0.4155,0.01,0.0099,169.873,15星_Ridge_CV-R2_0.4155_OOT-SMOOTH-R2_0.0100_OOT-RAW-R2_0.0099_Params_alpha_169.8730.png
3D_V,整库_w=5,5,合平均面积,25,0.4412,0.0069,0.0092,398.2013,25星_Ridge_CV-R2_0.4412_OOT-SMOOTH-R2_0.0069_OOT-RAW-R2_0.0092_Params_alpha_398.2013.png
6D,整库_w=4,4,合面积,15,0.4394,0.0082,0.0077,1264.7343,15星_Ridge_CV-R2_0.4394_OOT-SMOOTH-R2_0.0082_OOT-RAW-R2_0.0077_Params_alpha_1264.7343.png
3D_V,整库_w=5,5,合平均面积,26,0.4357,0.003,0.0063,427.0103,26星_Ridge_CV-R2_0.4357_OOT-SMOOTH-R2_0.0030_OOT-RAW-R2_0.0063_Params_alpha_427.0103.png
6D,整库_w=5,5,合面积,31,0.4294,0.0065,0.0062,2328.0477,31星_Ridge_CV-R2_0.4294_OOT-SMOOTH-R2_0.0065_OOT-RAW-R2_0.0062_Params_alpha_2328.0477.png
3D,整库_w=5,5,合平均面积,17,0.4088,0.0047,0.0061,166.1968,17星_Ridge_CV-R2_0.4088_OOT-SMOOTH-R2_0.0047_OOT-RAW-R2_0.0061_Params_alpha_166.1968.png
3D,整库_w=5,5,合平均面积,16,0.4167,0.003,0.0048,163.3193,16星_Ridge_CV-R2_0.4167_OOT-SMOOTH-R2_0.0030_OOT-RAW-R2_0.0048_Params_alpha_163.3193.png
6D,整库_w=5,5,合面积,33,0.415,0.0045,0.0047,4415.3882,33星_Ridge_CV-R2_0.4150_OOT-SMOOTH-R2_0.0045_OOT-RAW-R2_0.0047_Params_alpha_4415.3882.png
6D,整库_w=5,5,合面积,32,0.4206,0.0047,0.0047,4354.5831,32星_Ridge_CV-R2_0.4206_OOT-SMOOTH-R2_0.0047_OOT-RAW-R2_0.0047_Params_alpha_4354.5831.png
3D,整库_w=5,5,合面积,16,0.471,0.003,0.0039,234.9324,16星_Ridge_CV-R2_0.4710_OOT-SMOOTH-R2_0.0030_OOT-RAW-R2_0.0039_Params_alpha_234.9324.png
3D_V,整库_w=5,5,合平均面积,24,0.4492,0,0.0039,382.6125,24星_Ridge_CV-R2_0.4492_OOT-SMOOTH-R2_-0.0000_OOT-RAW-R2_0.0039_Params_alpha_382.6125.png
3D,整库_w=5,5,合面积,17,0.4654,0.0025,0.0035,235.962,17星_Ridge_CV-R2_0.4654_OOT-SMOOTH-R2_0.0025_OOT-RAW-R2_0.0035_Params_alpha_235.9620.png
6D,整库_w=4,4,合面积,17,0.4158,0.0007,0.0021,1087.3206,17星_Ridge_CV-R2_0.4158_OOT-SMOOTH-R2_0.0007_OOT-RAW-R2_0.0021_Params_alpha_1087.3206.png
6D,整库_w=5,5,合面积,35,0.4043,0.0002,0.0014,4587.6819,35星_Ridge_CV-R2_0.4043_OOT-SMOOTH-R2_0.0002_OOT-RAW-R2_0.0014_Params_alpha_4587.6819.png
6D,整库_w=5,5,合面积,27,0.4423,-0.0015,-0.0001,2222.9152,27星_Ridge_CV-R2_0.4423_OOT-SMOOTH-R2_-0.0015_OOT-RAW-R2_-0.0001_Params_alpha_2222.9152.png
3D_V,整库_w=5,5,合平均面积,14,0.4566,-0.003,-0.0005,369.9713,14星_Ridge_CV-R2_0.4566_OOT-SMOOTH-R2_-0.0030_OOT-RAW-R2_-0.0005_Params_alpha_369.9713.png
6D,整库_w=5,5,合面积,34,0.4074,-0.0025,-0.0005,4503.8947,34星_Ridge_CV-R2_0.4074_OOT-SMOOTH-R2_-0.0025_OOT-RAW-R2_-0.0005_Params_alpha_4503.8947.png
3D,整库_w=5,5,合平均面积,14,0.415,-0.0062,-0.0023,178.0476,14星_Ridge_CV-R2_0.4150_OOT-SMOOTH-R2_-0.0062_OOT-RAW-R2_-0.0023_Params_alpha_178.0476.png
3D,整库_w=5,5,合面积,13,0.4759,-0.0063,-0.0025,169.8763,13星_Ridge_CV-R2_0.4759_OOT-SMOOTH-R2_-0.0063_OOT-RAW-R2_-0.0025_Params_alpha_169.8763.png
3D,整库_w=5,5,合面积,14,0.476,-0.0076,-0.0033,168.1421,14星_Ridge_CV-R2_0.4760_OOT-SMOOTH-R2_-0.0076_OOT-RAW-R2_-0.0033_Params_alpha_168.1421.png
3D_V,整库_w=5,5,合面积,32,0.4254,-0.0061,-0.0034,2115.1364,32星_Ridge_CV-R2_0.4254_OOT-SMOOTH-R2_-0.0061_OOT-RAW-R2_-0.0034_Params_alpha_2115.1364.png
