维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
3D,整库_w=4,4,合面积,14,0.4765,-0.0082,-0.0038,168.3233,14星_Ridge_CV-R2_0.4765_OOT-SMOOTH-R2_-0.0082_OOT-RAW-R2_-0.0038_Params_alpha_168.3233.png
3D_V,整库_w=5,5,合面积,33,0.4213,-0.0077,-0.0044,2091.5079,33星_Ridge_CV-R2_0.4213_OOT-SMOOTH-R2_-0.0077_OOT-RAW-R2_-0.0044_Params_alpha_2091.5079.png
3D,整库_w=5,5,合面积,15,0.4736,-0.0115,-0.0062,185.4837,15星_Ridge_CV-R2_0.4736_OOT-SMOOTH-R2_-0.0115_OOT-RAW-R2_-0.0062_Params_alpha_185.4837.png
3D_V,整库_w=5,5,合平均面积,29,0.4259,-0.0142,-0.0071,483.8778,29星_Ridge_CV-R2_0.4259_OOT-SMOOTH-R2_-0.0142_OOT-RAW-R2_-0.0071_Params_alpha_483.8778.png
3D_V,整库_w=5,5,合平均面积,28,0.4215,-0.0148,-0.0073,404.3636,28星_Ridge_CV-R2_0.4215_OOT-SMOOTH-R2_-0.0148_OOT-RAW-R2_-0.0073_Params_alpha_404.3636.png
6D,整库_w=4,4,合面积,16,0.4187,-0.0119,-0.0074,972.0562,16星_Ridge_CV-R2_0.4187_OOT-SMOOTH-R2_-0.0119_OOT-RAW-R2_-0.0074_Params_alpha_972.0562.png
3D_V,整库_w=5,5,合面积,27,0.4429,-0.0119,-0.008,1015.3693,27星_Ridge_CV-R2_0.4429_OOT-SMOOTH-R2_-0.0119_OOT-RAW-R2_-0.0080_Params_alpha_1015.3693.png
3D_V,整库_w=5,5,合平均面积,30,0.421,-0.0163,-0.0086,479.1418,30星_Ridge_CV-R2_0.4210_OOT-SMOOTH-R2_-0.0163_OOT-RAW-R2_-0.0086_Params_alpha_479.1418.png
3D,整库_w=5,5,合面积,12,0.4852,-0.0144,-0.0087,167.0302,12星_Ridge_CV-R2_0.4852_OOT-SMOOTH-R2_-0.0144_OOT-RAW-R2_-0.0087_Params_alpha_167.0302.png
3D,整库_w=4,4,合面积,13,0.4836,-0.0149,-0.0089,167.1554,13星_Ridge_CV-R2_0.4836_OOT-SMOOTH-R2_-0.0149_OOT-RAW-R2_-0.0089_Params_alpha_167.1554.png
3D_V,整库_w=5,5,合平均面积,18,0.449,-0.0158,-0.0091,364.8178,18星_Ridge_CV-R2_0.4490_OOT-SMOOTH-R2_-0.0158_OOT-RAW-R2_-0.0091_Params_alpha_364.8178.png
3D_V,整库_w=5,5,合平均面积,32,0.4183,-0.0173,-0.0094,477.0552,32星_Ridge_CV-R2_0.4183_OOT-SMOOTH-R2_-0.0173_OOT-RAW-R2_-0.0094_Params_alpha_477.0552.png
3D_V,整库_w=5,5,合平均面积,31,0.4194,-0.0201,-0.0114,479.3022,31星_Ridge_CV-R2_0.4194_OOT-SMOOTH-R2_-0.0201_OOT-RAW-R2_-0.0114_Params_alpha_479.3022.png
3D,整库_w=5,5,合面积,39,0.4058,-0.0218,-0.0148,4435.2451,39星_Ridge_CV-R2_0.4058_OOT-SMOOTH-R2_-0.0218_OOT-RAW-R2_-0.0148_Params_alpha_4435.2451.png
3D,整库_w=5,5,合面积,36,0.4059,-0.0257,-0.0176,3222.3628,36星_Ridge_CV-R2_0.4059_OOT-SMOOTH-R2_-0.0257_OOT-RAW-R2_-0.0176_Params_alpha_3222.3628.png
3D,整库_w=5,5,合面积,37,0.404,-0.0257,-0.0177,3232.2123,37星_Ridge_CV-R2_0.4040_OOT-SMOOTH-R2_-0.0257_OOT-RAW-R2_-0.0177_Params_alpha_3232.2123.png
3D_V,整库_w=5,5,合面积,35,0.406,-0.0257,-0.0181,1916.7573,35星_Ridge_CV-R2_0.4060_OOT-SMOOTH-R2_-0.0257_OOT-RAW-R2_-0.0181_Params_alpha_1916.7573.png
3D_V,整库_w=5,5,合面积,34,0.4095,-0.0271,-0.0189,1874.5564,34星_Ridge_CV-R2_0.4095_OOT-SMOOTH-R2_-0.0271_OOT-RAW-R2_-0.0189_Params_alpha_1874.5564.png
3D_V,整库_w=5,5,合面积,20,0.4937,-0.0321,-0.0225,483.0108,20星_Ridge_CV-R2_0.4937_OOT-SMOOTH-R2_-0.0321_OOT-RAW-R2_-0.0225_Params_alpha_483.0108.png
6D,整库_w=5,5,合面积,37,0.4081,-0.0398,-0.0284,6861.7723,37星_Ridge_CV-R2_0.4081_OOT-SMOOTH-R2_-0.0398_OOT-RAW-R2_-0.0284_Params_alpha_6861.7723.png
6D,整库_w=5,5,合面积,36,0.4099,-0.0404,-0.0289,6821.4437,36星_Ridge_CV-R2_0.4099_OOT-SMOOTH-R2_-0.0404_OOT-RAW-R2_-0.0289_Params_alpha_6821.4437.png
3D,整库_w=5,5,合面积,38,0.4101,-0.0449,-0.032,4075.1725,38星_Ridge_CV-R2_0.4101_OOT-SMOOTH-R2_-0.0449_OOT-RAW-R2_-0.0320_Params_alpha_4075.1725.png
6D,整库_w=5,5,合面积,39,0.4068,-0.0508,-0.0368,8656.6597,39星_Ridge_CV-R2_0.4068_OOT-SMOOTH-R2_-0.0508_OOT-RAW-R2_-0.0368_Params_alpha_8656.6597.png
3D_V,整库_w=5,5,合面积,41,0.401,-0.0554,-0.04,4021.2834,41星_Ridge_CV-R2_0.4010_OOT-SMOOTH-R2_-0.0554_OOT-RAW-R2_-0.0400_Params_alpha_4021.2834.png
3D_V,整库_w=5,5,合面积,37,0.4086,-0.0565,-0.041,3047.745,37星_Ridge_CV-R2_0.4086_OOT-SMOOTH-R2_-0.0565_OOT-RAW-R2_-0.0410_Params_alpha_3047.7450.png
6D,整库_w=5,5,合面积,20,0.4767,-0.0574,-0.0413,804.9957,20星_Ridge_CV-R2_0.4767_OOT-SMOOTH-R2_-0.0574_OOT-RAW-R2_-0.0413_Params_alpha_804.9957.png
3D_V,整库_w=5,5,合面积,36,0.4103,-0.0574,-0.0417,3024.6586,36星_Ridge_CV-R2_0.4103_OOT-SMOOTH-R2_-0.0574_OOT-RAW-R2_-0.0417_Params_alpha_3024.6586.png
6D,整库_w=5,5,合面积,38,0.4088,-0.0655,-0.0477,7892.6458,38星_Ridge_CV-R2_0.4088_OOT-SMOOTH-R2_-0.0655_OOT-RAW-R2_-0.0477_Params_alpha_7892.6458.png
3D_V,整库_w=5,5,合面积,21,0.4473,-0.0684,-0.0497,404.7623,21星_Ridge_CV-R2_0.4473_OOT-SMOOTH-R2_-0.0684_OOT-RAW-R2_-0.0497_Params_alpha_404.7623.png
3D,整库_w=4,4,合数,18,0.4431,-0.0741,-0.0547,1455.3019,18星_Ridge_CV-R2_0.4431_OOT-SMOOTH-R2_-0.0741_OOT-RAW-R2_-0.0547_Params_alpha_1455.3019.png
6D,整库_w=5,5,合面积,22,0.4218,-0.0753,-0.055,646.0071,22星_Ridge_CV-R2_0.4218_OOT-SMOOTH-R2_-0.0753_OOT-RAW-R2_-0.0550_Params_alpha_646.0071.png
3D_V,整库_w=5,5,合面积,39,0.4072,-0.0762,-0.0558,3453.2887,39星_Ridge_CV-R2_0.4072_OOT-SMOOTH-R2_-0.0762_OOT-RAW-R2_-0.0558_Params_alpha_3453.2887.png
6D,整库_w=5,5,合面积,23,0.4189,-0.0771,-0.0564,643.6687,23星_Ridge_CV-R2_0.4189_OOT-SMOOTH-R2_-0.0771_OOT-RAW-R2_-0.0564_Params_alpha_643.6687.png
3D_V,整库_w=5,5,合面积,40,0.4004,-0.0777,-0.0568,3463.5034,40星_Ridge_CV-R2_0.4004_OOT-SMOOTH-R2_-0.0777_OOT-RAW-R2_-0.0568_Params_alpha_3463.5034.png
6D,整库_w=5,5,合面积,25,0.4115,-0.0802,-0.0589,744.2843,25星_Ridge_CV-R2_0.4115_OOT-SMOOTH-R2_-0.0802_OOT-RAW-R2_-0.0589_Params_alpha_744.2843.png
6D,整库_w=5,5,合面积,24,0.4222,-0.0811,-0.0594,651.4446,24星_Ridge_CV-R2_0.4222_OOT-SMOOTH-R2_-0.0811_OOT-RAW-R2_-0.0594_Params_alpha_651.4446.png
3D,整库_w=4,4,合数,19,0.4438,-0.0809,-0.0596,1519.5829,19星_Ridge_CV-R2_0.4438_OOT-SMOOTH-R2_-0.0809_OOT-RAW-R2_-0.0596_Params_alpha_1519.5829.png
3D_V,整库_w=5,5,合面积,25,0.4374,-0.0828,-0.0607,431.7874,25星_Ridge_CV-R2_0.4374_OOT-SMOOTH-R2_-0.0828_OOT-RAW-R2_-0.0607_Params_alpha_431.7874.png
3D_V,整库_w=5,5,合面积,38,0.4076,-0.0832,-0.061,3053.7634,38星_Ridge_CV-R2_0.4076_OOT-SMOOTH-R2_-0.0832_OOT-RAW-R2_-0.0610_Params_alpha_3053.7634.png
3D_V,整库_w=5,5,合面积,22,0.4412,-0.0836,-0.0611,375.7883,22星_Ridge_CV-R2_0.4412_OOT-SMOOTH-R2_-0.0836_OOT-RAW-R2_-0.0611_Params_alpha_375.7883.png
3D_V,整库_w=5,5,合面积,23,0.4385,-0.0855,-0.0626,373.5605,23星_Ridge_CV-R2_0.4385_OOT-SMOOTH-R2_-0.0855_OOT-RAW-R2_-0.0626_Params_alpha_373.5605.png
3D_V,整库_w=5,5,合面积,26,0.4374,-0.0855,-0.0628,426.8451,26星_Ridge_CV-R2_0.4374_OOT-SMOOTH-R2_-0.0855_OOT-RAW-R2_-0.0628_Params_alpha_426.8451.png
6D,整库_w=5,5,合面积,26,0.4125,-0.0859,-0.0632,730.0132,26星_Ridge_CV-R2_0.4125_OOT-SMOOTH-R2_-0.0859_OOT-RAW-R2_-0.0632_Params_alpha_730.0132.png
3D,整库_w=4,4,合数,20,0.4329,-0.0878,-0.0648,1470.7289,20星_Ridge_CV-R2_0.4329_OOT-SMOOTH-R2_-0.0878_OOT-RAW-R2_-0.0648_Params_alpha_1470.7289.png
3D_V,整库_w=5,5,合面积,24,0.4449,-0.0902,-0.0661,381.8505,24星_Ridge_CV-R2_0.4449_OOT-SMOOTH-R2_-0.0902_OOT-RAW-R2_-0.0661_Params_alpha_381.8505.png
6D,整库_w=5,5,合面积,21,0.4276,-0.0928,-0.0677,650.7492,21星_Ridge_CV-R2_0.4276_OOT-SMOOTH-R2_-0.0928_OOT-RAW-R2_-0.0677_Params_alpha_650.7492.png
3D_V,整库_w=5,5,合平均面积,33,0.4279,-0.0975,-0.0695,495.451,33星_Ridge_CV-R2_0.4279_OOT-SMOOTH-R2_-0.0975_OOT-RAW-R2_-0.0695_Params_alpha_495.4510.png
3D,整库_w=4,4,合数,21,0.4322,-0.096,-0.0712,1462.136,21星_Ridge_CV-R2_0.4322_OOT-SMOOTH-R2_-0.0960_OOT-RAW-R2_-0.0712_Params_alpha_1462.1360.png
3D,整库_w=4,4,合面积,19,0.4401,-0.1026,-0.0719,8.052,19星_Ridge_CV-R2_0.4401_OOT-SMOOTH-R2_-0.1026_OOT-RAW-R2_-0.0719_Params_alpha_8.0520.png
3D,整库_w=4,4,合面积,17,0.4368,-0.1077,-0.0768,6.2601,17星_Ridge_CV-R2_0.4368_OOT-SMOOTH-R2_-0.1077_OOT-RAW-R2_-0.0768_Params_alpha_6.2601.png
3D,整库_w=4,4,合数,22,0.4162,-0.1085,-0.0805,1396.0111,22星_Ridge_CV-R2_0.4162_OOT-SMOOTH-R2_-0.1085_OOT-RAW-R2_-0.0805_Params_alpha_1396.0111.png
3D,整库_w=4,4,合数,23,0.4144,-0.1095,-0.0812,1400.996,23星_Ridge_CV-R2_0.4144_OOT-SMOOTH-R2_-0.1095_OOT-RAW-R2_-0.0812_Params_alpha_1400.9960.png
3D,整库_w=5,5,合面积,34,0.4047,-0.1182,-0.0828,14.0096,34星_Ridge_CV-R2_0.4047_OOT-SMOOTH-R2_-0.1182_OOT-RAW-R2_-0.0828_Params_alpha_14.0096.png
3D,整库_w=4,4,合面积,18,0.4387,-0.1296,-0.0919,6.7457,18星_Ridge_CV-R2_0.4387_OOT-SMOOTH-R2_-0.1296_OOT-RAW-R2_-0.0919_Params_alpha_6.7457.png
3D,整库_w=4,4,合数,16,0.4515,-0.1256,-0.0921,1297.7277,16星_Ridge_CV-R2_0.4515_OOT-SMOOTH-R2_-0.1256_OOT-RAW-R2_-0.0921_Params_alpha_1297.7277.png
3D,整库_w=4,4,合数,17,0.4471,-0.1274,-0.0934,1280.6108,17星_Ridge_CV-R2_0.4471_OOT-SMOOTH-R2_-0.1274_OOT-RAW-R2_-0.0934_Params_alpha_1280.6108.png
6D,整库_w=4,4,合数,16,0.4601,-0.2864,-0.2221,2993.3533,16星_Ridge_CV-R2_0.4601_OOT-SMOOTH-R2_-0.2864_OOT-RAW-R2_-0.2221_Params_alpha_2993.3533.png
6D,整库_w=4,4,合数,17,0.4559,-0.2912,-0.2257,2970.2392,17星_Ridge_CV-R2_0.4559_OOT-SMOOTH-R2_-0.2912_OOT-RAW-R2_-0.2257_Params_alpha_2970.2392.png
3D,整库_w=4,4,合面积,16,0.4456,-0.3588,-0.2618,0.3827,16星_Ridge_CV-R2_0.4456_OOT-SMOOTH-R2_-0.3588_OOT-RAW-R2_-0.2618_Params_alpha_0.3827.png
3D,整库_w=5,5,合面积,19,0.4532,-0.3587,-0.2623,1.7552,19星_Ridge_CV-R2_0.4532_OOT-SMOOTH-R2_-0.3587_OOT-RAW-R2_-0.2623_Params_alpha_1.7552.png
6D,整库_w=4,4,合数,15,0.4313,-0.351,-0.2694,2286.6948,15星_Ridge_CV-R2_0.4313_OOT-SMOOTH-R2_-0.3510_OOT-RAW-R2_-0.2694_Params_alpha_2286.6948.png
3D,整库_w=4,4,合数,15,0.4318,-0.3657,-0.2713,904.3056,15星_Ridge_CV-R2_0.4318_OOT-SMOOTH-R2_-0.3657_OOT-RAW-R2_-0.2713_Params_alpha_904.3056.png
3D,整库_w=5,5,合面积,32,0.4481,-0.4001,-0.2924,7.4792,32星_Ridge_CV-R2_0.4481_OOT-SMOOTH-R2_-0.4001_OOT-RAW-R2_-0.2924_Params_alpha_7.4792.png
3D,整库_w=4,4,合面积,15,0.4587,-0.4181,-0.3055,0.1924,15星_Ridge_CV-R2_0.4587_OOT-SMOOTH-R2_-0.4181_OOT-RAW-R2_-0.3055_Params_alpha_0.1924.png
3D,整库_w=5,5,合面积,33,0.4207,-0.4365,-0.3193,6.9862,33星_Ridge_CV-R2_0.4207_OOT-SMOOTH-R2_-0.4365_OOT-RAW-R2_-0.3193_Params_alpha_6.9862.png
6D,整库_w=4,4,合数,14,0.408,-0.4232,-0.3247,2042.8636,14星_Ridge_CV-R2_0.4080_OOT-SMOOTH-R2_-0.4232_OOT-RAW-R2_-0.3247_Params_alpha_2042.8636.png
3D,整库_w=5,5,合面积,31,0.4515,-0.4712,-0.3449,5.0391,31星_Ridge_CV-R2_0.4515_OOT-SMOOTH-R2_-0.4712_OOT-RAW-R2_-0.3449_Params_alpha_5.0391.png
6D,整库_w=4,4,合数,19,0.4461,-0.4712,-0.3616,3484.212,19星_Ridge_CV-R2_0.4461_OOT-SMOOTH-R2_-0.4712_OOT-RAW-R2_-0.3616_Params_alpha_3484.2120.png
6D,整库_w=4,4,合数,20,0.4327,-0.495,-0.3796,3371.9396,20星_Ridge_CV-R2_0.4327_OOT-SMOOTH-R2_-0.4950_OOT-RAW-R2_-0.3796_Params_alpha_3371.9396.png
6D,整库_w=4,4,合数,22,0.4149,-0.5137,-0.394,3248.572,22星_Ridge_CV-R2_0.4149_OOT-SMOOTH-R2_-0.5137_OOT-RAW-R2_-0.3940_Params_alpha_3248.5720.png
6D,整库_w=4,4,合数,21,0.4316,-0.5147,-0.3948,3368.4172,21星_Ridge_CV-R2_0.4316_OOT-SMOOTH-R2_-0.5147_OOT-RAW-R2_-0.3948_Params_alpha_3368.4172.png
6D,整库_w=4,4,合数,23,0.4124,-0.5321,-0.4077,3215.7358,23星_Ridge_CV-R2_0.4124_OOT-SMOOTH-R2_-0.5321_OOT-RAW-R2_-0.4077_Params_alpha_3215.7358.png
6D,整库_w=4,4,合数,18,0.4471,-0.5393,-0.4132,3426.6058,18星_Ridge_CV-R2_0.4471_OOT-SMOOTH-R2_-0.5393_OOT-RAW-R2_-0.4132_Params_alpha_3426.6058.png
3D,整库_w=5,5,合面积,30,0.4514,-0.5863,-0.4306,4.3873,30星_Ridge_CV-R2_0.4514_OOT-SMOOTH-R2_-0.5863_OOT-RAW-R2_-0.4306_Params_alpha_4.3873.png
3D,整库_w=5,5,合面积,28,0.4792,-0.5961,-0.4377,3.5877,28星_Ridge_CV-R2_0.4792_OOT-SMOOTH-R2_-0.5961_OOT-RAW-R2_-0.4377_Params_alpha_3.5877.png
3D,整库_w=5,5,合面积,29,0.462,-0.631,-0.4637,3.8939,29星_Ridge_CV-R2_0.4620_OOT-SMOOTH-R2_-0.6310_OOT-RAW-R2_-0.4637_Params_alpha_3.8939.png
3D,整库_w=5,5,合面积,20,0.4832,-0.7733,-0.5725,3.8181,20星_Ridge_CV-R2_0.4832_OOT-SMOOTH-R2_-0.7733_OOT-RAW-R2_-0.5725_Params_alpha_3.8181.png
3D,整库_w=5,5,合面积,26,0.4467,-0.803,-0.5951,2.4599,26星_Ridge_CV-R2_0.4467_OOT-SMOOTH-R2_-0.8030_OOT-RAW-R2_-0.5951_Params_alpha_2.4599.png
3D,整库_w=4,4,合面积,10,0.4641,-0.8816,-0.6534,4.3731,10星_Ridge_CV-R2_0.4641_OOT-SMOOTH-R2_-0.8816_OOT-RAW-R2_-0.6534_Params_alpha_4.3731.png
3D,整库_w=5,5,合面积,21,0.4884,-0.9502,-0.7038,2.6889,21星_Ridge_CV-R2_0.4884_OOT-SMOOTH-R2_-0.9502_OOT-RAW-R2_-0.7038_Params_alpha_2.6889.png
3D,整库_w=5,5,合面积,22,0.4715,-0.9691,-0.7181,2.4435,22星_Ridge_CV-R2_0.4715_OOT-SMOOTH-R2_-0.9691_OOT-RAW-R2_-0.7181_Params_alpha_2.4435.png
3D,整库_w=5,5,合面积,23,0.4705,-0.9704,-0.7191,2.4611,23星_Ridge_CV-R2_0.4705_OOT-SMOOTH-R2_-0.9704_OOT-RAW-R2_-0.7191_Params_alpha_2.4611.png
3D,整库_w=5,5,合面积,24,0.4583,-1.0325,-0.7659,2.1752,24星_Ridge_CV-R2_0.4583_OOT-SMOOTH-R2_-1.0325_OOT-RAW-R2_-0.7659_Params_alpha_2.1752.png
3D,整库_w=5,5,合面积,27,0.4431,-1.1581,-0.86,2.702,27星_Ridge_CV-R2_0.4431_OOT-SMOOTH-R2_-1.1581_OOT-RAW-R2_-0.8600_Params_alpha_2.7020.png
3D,整库_w=5,5,合面积,25,0.448,-1.1965,-0.8885,2.1763,25星_Ridge_CV-R2_0.4480_OOT-SMOOTH-R2_-1.1965_OOT-RAW-R2_-0.8885_Params_alpha_2.1763.png
3D_V,整库_w=4,4,合数,15,0.4243,-1.6449,-1.2467,1225.134,15星_Ridge_CV-R2_0.4243_OOT-SMOOTH-R2_-1.6449_OOT-RAW-R2_-1.2467_Params_alpha_1225.1340.png
3D_V,整库_w=4,4,合数,16,0.4593,-1.9016,-1.4407,1392.1906,16星_Ridge_CV-R2_0.4593_OOT-SMOOTH-R2_-1.9016_OOT-RAW-R2_-1.4407_Params_alpha_1392.1906.png
3D_V,整库_w=4,4,合数,17,0.4555,-1.9239,-1.4575,1373.4112,17星_Ridge_CV-R2_0.4555_OOT-SMOOTH-R2_-1.9239_OOT-RAW-R2_-1.4575_Params_alpha_1373.4112.png
3D_V,整库_w=4,4,合数,19,0.4401,-2.208,-1.6711,1614.4508,19星_Ridge_CV-R2_0.4401_OOT-SMOOTH-R2_-2.2080_OOT-RAW-R2_-1.6711_Params_alpha_1614.4508.png
3D_V,整库_w=4,4,合数,18,0.4431,-2.2814,-1.7264,1683.3198,18星_Ridge_CV-R2_0.4431_OOT-SMOOTH-R2_-2.2814_OOT-RAW-R2_-1.7264_Params_alpha_1683.3198.png
3D_V,整库_w=4,4,合数,20,0.424,-2.2887,-1.7318,1536.7855,20星_Ridge_CV-R2_0.4240_OOT-SMOOTH-R2_-2.2887_OOT-RAW-R2_-1.7318_Params_alpha_1536.7855.png
3D_V,整库_w=4,4,合数,22,0.4064,-2.3222,-1.7576,1499.8842,22星_Ridge_CV-R2_0.4064_OOT-SMOOTH-R2_-2.3222_OOT-RAW-R2_-1.7576_Params_alpha_1499.8842.png
3D_V,整库_w=4,4,合数,21,0.4231,-2.3458,-1.7754,1547.6856,21星_Ridge_CV-R2_0.4231_OOT-SMOOTH-R2_-2.3458_OOT-RAW-R2_-1.7754_Params_alpha_1547.6856.png
3D_V,整库_w=4,4,合数,23,0.4026,-2.4325,-1.8402,1454.3549,23星_Ridge_CV-R2_0.4026_OOT-SMOOTH-R2_-2.4325_OOT-RAW-R2_-1.8402_Params_alpha_1454.3549.png
3D_V,整库_w=4,4,合数,14,0.4559,-10.9335,-8.2281,0.1,14星_Ridge_CV-R2_0.4559_OOT-SMOOTH-R2_-10.9335_OOT-RAW-R2_-8.2281_Params_alpha_0.1000.png
